Muestra	Gene	Locus_Tag	Producto	Cobertura
51_S1	rpmJ	lmo2609	50S ribosomal protein L36	37.972973
51_S1	tuf	lmo2653	elongation factor Tu	28.829536
51_S1	rplB	lmo2629	50S ribosomal protein L2	17.097473
51_S1	rpsS	lmo2628	30S ribosomal protein S19	9.362319
51_S1	rpmA	lmo1540	50S ribosomal protein L27	6.586805
51_S1	rpsB	lmo1658	30S ribosomal protein S2	6.535475
51_S1		lmo1097a	hypothetical protein	6.328283
51_S1	rpsH	lmo2618	30S ribosomal protein S8	5.462121
51_S1	atpA	lmo2531	ATP synthase F0F1 subunit alpha	5.179894
51_S1	rplA	lmo0249	50S ribosomal protein L1	4.914119
51_S1	dnaK	lmo1473	molecular chaperone DnaK	4.887982
51_S1	fus	lmo2654	elongation factor G	4.189448
51_S1		lmo2511	hypothetical protein	3.616756
51_S1	eno	lmo2455	phosphopyruvate hydratase	3.084496
51_S1		lmo2703	hypothetical protein	2.904762
51_S1	atpD	lmo2529	ATP synthase F0F1 subunit beta	2.698379
51_S1		lmo1391	sugar ABC transporter permease	1.794304
51_S1	tsf	lmo1657	elongation factor Ts	1.782313
51_S1	pgk	lmo2458	phosphoglycerate kinase	1.597643
51_S1	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.457323
51_S1		lmo2689a	hypothetical protein	1.384921
51_S1	rpsN	lmo2619	30S ribosomal protein S14	1.224044
51_S1		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.966735
51_S1	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.946790
51_S1	cspL	lmo1364	cold-shock protein	0.919192
51_S1	rpsJ	lmo2633	30S ribosomal protein S10	0.879085
51_S1	pflB	lmo1406	pyruvate formate-lyase	0.777030
51_S1	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.729167
51_S1	rpsK	lmo2607	30S ribosomal protein S11	0.679587
51_S1		lmo1875	ABC transporter ATP-binding protein	0.659259
51_S1	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.577852
51_S1		lmo1853	heavy metal-transporting ATPase	0.545002
51_S1	rplK	lmo0248	50S ribosomal protein L11	0.534279
51_S1	rpsM	lmo2608	30S ribosomal protein S13	0.501377
51_S1	leuS	lmo1660	leucyl-tRNA synthetase	0.480697
51_S1	rpsG	lmo2655	30S ribosomal protein S7	0.429487
51_S1	rplF	lmo2617	50S ribosomal protein L6	0.428839
51_S1		lmo0107	ABC transporter ATP-binding protein	0.363125
51_S1	rpsE	lmo2615	30S ribosomal protein S5	0.335329
51_S1	rpsL	lmo2656	30S ribosomal protein S12	0.328467
51_S1	rpsP	lmo1797	30S ribosomal protein S16	0.292593
51_S1	rplE	lmo2620	50S ribosomal protein L5	0.292365
51_S1	prfC	lmo0988	peptide chain release factor 3	0.232439
51_S1	groES	lmo2069	co-chaperonin GroES	0.205674
51_S1	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.181373
51_S1	gidB	lmo2802	16S rRNA methyltransferase GidB	0.170868
51_S1	secA	lmo2510	preprotein translocase subunit SecA	0.167264
51_S1		lmo0866	ATP-dependent RNA helicase	0.164103
51_S1	engA	lmo1937	GTP-binding protein EngA	0.163609
51_S1		lmo1634	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	0.161663
51_S1	def	lmo1051	peptide deformylase	0.160291
51_S1		lmo1027	hypothetical protein	0.138739
51_S1		lmo1799	peptidoglycan binding protein	0.134736
51_S1	pykA	lmo1570	pyruvate kinase	0.122507
51_S1		lmo1067	GTP-binding elongation factor	0.119281
51_S1	murA	lmo2526	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.109302
51_S1		lmo0369	hypothetical protein	0.101813
51_S1		lmo2121	maltose phosphorylase	0.090305
51_S1	groEL	lmo2068	molecular chaperone GroEL	0.088561
51_S1		lmo0097	PTS mannose transporter subunit IIC	0.088308
51_S1	nusA	lmo1322	transcription elongation factor NusA	0.087814
51_S1		lmo2411	hypothetical protein	0.086925
51_S1		lmo0039	carbamate kinase	0.083067
51_S1	glpK	lmo1538	glycerol kinase	0.080483
51_S1	ftsH	lmo0220	cell division protein FtsH	0.079595
51_S1	pnpA	lmo1331	polynucleotide phosphorylase	0.071461
51_S1	gatA	lmo1755	aspartyl/glutamyl-tRNA amidotransferase subunit A	0.062112
51_S1		lmo2544	thymidine kinase	0.061082
51_S1	tcsA	lmo1388	CD4+ T cell-stimulating antigen, lipoprotein	0.058824
51_S1	nifJ	lmo0829	pyruvate-flavodoxin oxidoreductase	0.055418
51_S1	infB	lmo1325	translation initiation factor IF-2	0.052632
51_S1	clpE	lmo0997	ATP-dependent protease	0.041897
51_S1	carB	lmo1835	carbamoyl-phosphate synthetase	0.036449
51_S1	PdhB	lmo1053	pyruvate dehydrogenase subunit E1 beta	0.032821
51_S1		lmo1611	aminopeptidase	0.024276
51_S1	polC	lmo1320	DNA polymerase III PolC	0.015697
51_S1		lmo0841	calcium-transporting ATPase	0.012121
52_S2	rpmJ	lmo2609	50S ribosomal protein L36	82.855858
52_S2	tuf	lmo2653	elongation factor Tu	71.250633
52_S2	rplB	lmo2629	50S ribosomal protein L2	48.164860
52_S2	rpsS	lmo2628	30S ribosomal protein S19	23.985508
52_S2	rpsB	lmo1658	30S ribosomal protein S2	18.452476
52_S2	rplA	lmo0249	50S ribosomal protein L1	15.970888
52_S2	rpmA	lmo1540	50S ribosomal protein L27	13.996528
52_S2	atpA	lmo2531	ATP synthase F0F1 subunit alpha	12.103174
52_S2	fus	lmo2654	elongation factor G	11.435971
52_S2		lmo1097a	hypothetical protein	10.500000
52_S2		lmo2511	hypothetical protein	9.122994
52_S2	rpsJ	lmo2633	30S ribosomal protein S10	8.764706
52_S2	dnaK	lmo1473	molecular chaperone DnaK	8.532898
52_S2		lmo1391	sugar ABC transporter permease	6.996835
52_S2	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	6.334232
52_S2	tsf	lmo1657	elongation factor Ts	6.017007
52_S2	rpsH	lmo2618	30S ribosomal protein S8	5.734849
52_S2	atpD	lmo2529	ATP synthase F0F1 subunit beta	5.408034
52_S2		lmo2703	hypothetical protein	4.234921
52_S2	pflB	lmo1406	pyruvate formate-lyase	3.492598
52_S2	rpsM	lmo2608	30S ribosomal protein S13	3.104683
52_S2	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	2.966270
52_S2		lmo1978	glucose-6-phosphate 1-dehydrogenase	2.701969
52_S2	pgk	lmo2458	phosphoglycerate kinase	2.615320
52_S2	rplK	lmo0248	50S ribosomal protein L11	1.803783
52_S2	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	1.732545
52_S2	eno	lmo2455	phosphopyruvate hydratase	1.700000
52_S2		lmo1875	ABC transporter ATP-binding protein	1.649736
52_S2	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	1.188375
52_S2		lmo1853	heavy metal-transporting ATPase	1.063772
52_S2	rpsN	lmo2619	30S ribosomal protein S14	1.043716
52_S2		lmo0107	ABC transporter ATP-binding protein	0.899382
52_S2		lmo2689a	hypothetical protein	0.880952
52_S2	leuS	lmo1660	leucyl-tRNA synthetase	0.762557
52_S2	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.643908
52_S2	rpsP	lmo1797	30S ribosomal protein S16	0.637037
52_S2		lmo0866	ATP-dependent RNA helicase	0.601923
52_S2	rplL	lmo0251	50S ribosomal protein L7/L12	0.483333
52_S2	prfC	lmo0988	peptide chain release factor 3	0.429119
52_S2		lmo2215	ABC transporter ATP-binding protein	0.424000
52_S2		lmo0097	PTS mannose transporter subunit IIC	0.335821
52_S2	rpsQ	lmo2623	30S ribosomal protein S17	0.199234
52_S2		lmo1027	hypothetical protein	0.189790
52_S2		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.189208
52_S2		lmo2159	oxidoreductase	0.134670
52_S2	rplE	lmo2620	50S ribosomal protein L5	0.119181
52_S2	pnpA	lmo1331	polynucleotide phosphorylase	0.114338
52_S2	polC	lmo1320	DNA polymerase III PolC	0.101108
52_S2	guaB	lmo2758	inosine-monophosphate dehydrogenase	0.101093
52_S2		lmo1799	peptidoglycan binding protein	0.095976
52_S2	guaA	lmo1096	GMP synthase	0.094595
52_S2	groEL	lmo2068	molecular chaperone GroEL	0.093481
52_S2		lmo2434	glutamate decarboxylase	0.091363
52_S2	rpsL	lmo2656	30S ribosomal protein S12	0.087591
52_S2		lmo1067	GTP-binding elongation factor	0.080610
52_S2		lmo1611	aminopeptidase	0.072829
52_S2	glpK	lmo1538	glycerol kinase	0.067069
52_S2	ileS	lmo2019	isoleucyl-tRNA synthetase	0.062975
52_S2	rplD	lmo2631	50S ribosomal protein L4	0.062802
52_S2	ftsH	lmo0220	cell division protein FtsH	0.056922
52_S2	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.047695
52_S2	infB	lmo1325	translation initiation factor IF-2	0.039795
52_S2	PdhB	lmo1053	pyruvate dehydrogenase subunit E1 beta	0.038974
52_S2	rpoD	lmo1454	RNA polymerase sigma factor RpoD	0.028521
52_S2	lysS	lmo0228	lysyl-tRNA synthetase	0.024766
52_S2	secA	lmo2510	preprotein translocase subunit SecA	0.024691
52_S2	kdpA	lmo2682	potassium-transporting ATPase subunit A	0.020796
52_S2		lmo2848	L-rhamnose isomerase	0.020635
52_S2	rplW	lmo2630	50S ribosomal protein L23	0.017730
52_S2	clpE	lmo0997	ATP-dependent protease	0.014273
52_S2		lmo0841	calcium-transporting ATPase	0.012121
53_S3	rpmJ	lmo2609	50S ribosomal protein L36	10.216216
53_S3	tuf	lmo2653	elongation factor Tu	6.534177
53_S3	rplB	lmo2629	50S ribosomal protein L2	4.134778
53_S3	rplA	lmo0249	50S ribosomal protein L1	4.056768
53_S3	rpmA	lmo1540	50S ribosomal protein L27	2.243056
53_S3	rpsS	lmo2628	30S ribosomal protein S19	2.235507
53_S3		lmo1097a	hypothetical protein	1.727273
53_S3	fus	lmo2654	elongation factor G	1.456115
53_S3	atpA	lmo2531	ATP synthase F0F1 subunit alpha	1.103175
53_S3	rpsB	lmo1658	30S ribosomal protein S2	1.080321
53_S3	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.968553
53_S3	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.836505
53_S3	dnaK	lmo1473	molecular chaperone DnaK	0.806416
53_S3		lmo2511	hypothetical protein	0.693405
53_S3	rpsJ	lmo2633	30S ribosomal protein S10	0.535948
53_S3		lmo2703	hypothetical protein	0.482540
53_S3	rpsM	lmo2608	30S ribosomal protein S13	0.457300
53_S3	rpsN	lmo2619	30S ribosomal protein S14	0.360656
53_S3	pgk	lmo2458	phosphoglycerate kinase	0.335017
53_S3	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.278998
53_S3		lmo1391	sugar ABC transporter permease	0.270042
53_S3	pflB	lmo1406	pyruvate formate-lyase	0.209960
53_S3	ftsH	lmo0220	cell division protein FtsH	0.177520
53_S3	rpsK	lmo2607	30S ribosomal protein S11	0.175711
53_S3		lmo1853	heavy metal-transporting ATPase	0.163274
53_S3		lmo1875	ABC transporter ATP-binding protein	0.153439
53_S3	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.145833
53_S3	tsf	lmo1657	elongation factor Ts	0.142857
53_S3		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.130346
53_S3	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.124650
53_S3		lmo1106	hypothetical protein	0.110294
53_S3	rplC	lmo2632	50S ribosomal protein L3	0.084529
53_S3	prs	lmo0199	ribose-phosphate pyrophosphokinase	0.083857
53_S3	leuS	lmo1660	leucyl-tRNA synthetase	0.066003
53_S3		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.060109
53_S3	rplD	lmo2631	50S ribosomal protein L4	0.057971
53_S3		lmo1661	hypothetical protein	0.053998
53_S3	gyrB	lmo0006	DNA gyrase subunit B	0.052116
53_S3	pnpA	lmo1331	polynucleotide phosphorylase	0.040572
53_S3		lmo1027	hypothetical protein	0.036036
53_S3	secA	lmo2510	preprotein translocase subunit SecA	0.027081
53_S3	iap	lmo0582	invasion associated secreted endopeptidase	0.022130
53_S3	polC	lmo1320	DNA polymerase III PolC	0.018698
53_S3	rplW	lmo2630	50S ribosomal protein L23	0.017730
54_S4	tuf	lmo2653	elongation factor Tu	35.901264
54_S4	rpmJ	lmo2609	50S ribosomal protein L36	31.756756
54_S4	rplB	lmo2629	50S ribosomal protein L2	30.006018
54_S4	rpsS	lmo2628	30S ribosomal protein S19	12.992754
54_S4	rplA	lmo0249	50S ribosomal protein L1	9.730713
54_S4	fus	lmo2654	elongation factor G	7.665708
54_S4	atpA	lmo2531	ATP synthase F0F1 subunit alpha	7.618386
54_S4	rpsB	lmo1658	30S ribosomal protein S2	6.613119
54_S4	rpmA	lmo1540	50S ribosomal protein L27	6.541666
54_S4		lmo1097a	hypothetical protein	6.308081
54_S4		lmo2511	hypothetical protein	5.634581
54_S4	dnaK	lmo1473	molecular chaperone DnaK	5.055465
54_S4		lmo1391	sugar ABC transporter permease	3.734177
54_S4	atpD	lmo2529	ATP synthase F0F1 subunit beta	3.536293
54_S4	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	3.322552
54_S4	rpsJ	lmo2633	30S ribosomal protein S10	3.147059
54_S4	pflB	lmo1406	pyruvate formate-lyase	2.074024
54_S4	rpsH	lmo2618	30S ribosomal protein S8	1.883838
54_S4		lmo2703	hypothetical protein	1.815873
54_S4	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	1.583333
54_S4	tsf	lmo1657	elongation factor Ts	1.535147
54_S4	pgk	lmo2458	phosphoglycerate kinase	1.396465
54_S4		lmo1978	glucose-6-phosphate 1-dehydrogenase	1.293958
54_S4	eno	lmo2455	phosphopyruvate hydratase	1.086822
54_S4	rpsN	lmo2619	30S ribosomal protein S14	0.961749
54_S4	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.885135
54_S4		lmo1853	heavy metal-transporting ATPase	0.758933
54_S4	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.740896
54_S4		lmo1875	ABC transporter ATP-binding protein	0.693651
54_S4		lmo0107	ABC transporter ATP-binding protein	0.562114
54_S4	leuS	lmo1660	leucyl-tRNA synthetase	0.540473
54_S4	rplK	lmo0248	50S ribosomal protein L11	0.465721
54_S4	rpsM	lmo2608	30S ribosomal protein S13	0.418733
54_S4	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.350819
54_S4	rpsP	lmo1797	30S ribosomal protein S16	0.340741
54_S4	groES	lmo2069	co-chaperonin GroES	0.308511
54_S4	ftsH	lmo0220	cell division protein FtsH	0.304872
54_S4		lmo0866	ATP-dependent RNA helicase	0.189103
54_S4		lmo2434	glutamate decarboxylase	0.147038
54_S4		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.131831
54_S4	prfC	lmo0988	peptide chain release factor 3	0.131545
54_S4	rplD	lmo2631	50S ribosomal protein L4	0.125604
54_S4	ptsH	lmo1002	phosphocarrier protein HPr	0.125000
54_S4		lmo1067	GTP-binding elongation factor	0.109477
54_S4	polC	lmo1320	DNA polymerase III PolC	0.106648
54_S4		lmo1027	hypothetical protein	0.104505
54_S4	rpsL	lmo2656	30S ribosomal protein S12	0.097324
54_S4		lmo0097	PTS mannose transporter subunit IIC	0.088308
54_S4	rplC	lmo2632	50S ribosomal protein L3	0.084529
54_S4		lmo0807	spermidine/putrescine ABC transporter ATP-binding protein	0.078755
54_S4	glpK	lmo1538	glycerol kinase	0.071764
54_S4	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.070482
54_S4	pnpA	lmo1331	polynucleotide phosphorylase	0.064546
54_S4	nusA	lmo1322	transcription elongation factor NusA	0.043907
54_S4	groEL	lmo2068	molecular chaperone GroEL	0.043050
54_S4		lmo2848	L-rhamnose isomerase	0.041270
54_S4	rpoA	lmo2606	DNA-directed RNA polymerase subunit alpha	0.036093
54_S4	rplW	lmo2630	50S ribosomal protein L23	0.035461
54_S4	ileS	lmo2019	isoleucyl-tRNA synthetase	0.031488
54_S4	lysS	lmo0228	lysyl-tRNA synthetase	0.024766
54_S4		lmo1611	aminopeptidase	0.024276
54_S4		lmo2121	maltose phosphorylase	0.023462
54_S4	citB	lmo1641	aconitate hydratase	0.020741
54_S4	clpE	lmo0997	ATP-dependent protease	0.014273
54_S4		lmo1799	peptidoglycan binding protein	0.012920
55_S5	rpmJ	lmo2609	50S ribosomal protein L36	2.882883
55_S5	tuf	lmo2653	elongation factor Tu	1.416034
55_S5	rplA	lmo0249	50S ribosomal protein L1	1.190684
55_S5	rplB	lmo2629	50S ribosomal protein L2	1.045728
55_S5	rpsS	lmo2628	30S ribosomal protein S19	0.362319
55_S5	rpmA	lmo1540	50S ribosomal protein L27	0.343750
55_S5	rpsB	lmo1658	30S ribosomal protein S2	0.323962
55_S5	dnaK	lmo1473	molecular chaperone DnaK	0.270256
55_S5	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.221284
55_S5	fus	lmo2654	elongation factor G	0.154916
55_S5	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.140212
55_S5	lepA	lmo1479	GTP-binding protein LepA	0.092105
55_S5	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.085355
55_S5		lmo2511	hypothetical protein	0.069519
55_S5		lmo1391	sugar ABC transporter permease	0.067511
55_S5		lmo1081	glucose-1-phosphate thymidyl transferase	0.060185
55_S5	tcsA	lmo1388	CD4+ T cell-stimulating antigen, lipoprotein	0.057890
55_S5	tsf	lmo1657	elongation factor Ts	0.047619
55_S5	prfC	lmo0988	peptide chain release factor 3	0.042146
55_S5	eno	lmo2455	phosphopyruvate hydratase	0.032558
55_S5	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.030808
55_S5	polC	lmo1320	DNA polymerase III PolC	0.027239
55_S5	infB	lmo1325	translation initiation factor IF-2	0.019683
56_S6	tuf	lmo2653	elongation factor Tu	22.805906
56_S6	rplB	lmo2629	50S ribosomal protein L2	19.885679
56_S6	rpmJ	lmo2609	50S ribosomal protein L36	11.027027
56_S6	rpsS	lmo2628	30S ribosomal protein S19	10.528986
56_S6	rpsB	lmo1658	30S ribosomal protein S2	6.025435
56_S6	atpA	lmo2531	ATP synthase F0F1 subunit alpha	3.755291
56_S6	rpsJ	lmo2633	30S ribosomal protein S10	3.745098
56_S6	rpmA	lmo1540	50S ribosomal protein L27	3.736111
56_S6		lmo1097a	hypothetical protein	3.631313
56_S6		lmo1391	sugar ABC transporter permease	3.484177
56_S6	fus	lmo2654	elongation factor G	3.318945
56_S6	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	2.424977
56_S6	rplA	lmo0249	50S ribosomal protein L1	2.291121
56_S6	dnaK	lmo1473	molecular chaperone DnaK	1.955954
56_S6		lmo2511	hypothetical protein	1.951872
56_S6	tsf	lmo1657	elongation factor Ts	1.551020
56_S6	pflB	lmo1406	pyruvate formate-lyase	1.477344
56_S6		lmo1978	glucose-6-phosphate 1-dehydrogenase	1.321113
56_S6	rpsH	lmo2618	30S ribosomal protein S8	1.303030
56_S6	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.164200
56_S6	pgk	lmo2458	phosphoglycerate kinase	1.095118
56_S6	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.821429
56_S6	rpsM	lmo2608	30S ribosomal protein S13	0.807163
56_S6		lmo1875	ABC transporter ATP-binding protein	0.653968
56_S6	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.599944
56_S6		lmo2703	hypothetical protein	0.498413
56_S6	eno	lmo2455	phosphopyruvate hydratase	0.479070
56_S6	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.356443
56_S6	rpsK	lmo2607	30S ribosomal protein S11	0.224806
56_S6	glyQ	lmo1459	glycyl-tRNA synthetase subunit alpha	0.202703
56_S6	rplK	lmo0248	50S ribosomal protein L11	0.200946
56_S6		lmo1853	heavy metal-transporting ATPase	0.199457
56_S6	rplD	lmo2631	50S ribosomal protein L4	0.125604
56_S6	leuS	lmo1660	leucyl-tRNA synthetase	0.104608
56_S6	rpsE	lmo2615	30S ribosomal protein S5	0.097804
56_S6	rplX	lmo2621	50S ribosomal protein L24	0.093851
56_S6	pnpA	lmo1331	polynucleotide phosphorylase	0.069617
56_S6		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.066257
56_S6		lmo0107	ABC transporter ATP-binding protein	0.063519
56_S6		lmo1106	hypothetical protein	0.060049
56_S6		lmo2434	glutamate decarboxylase	0.049251
56_S6	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.046905
56_S6		lmo2159	oxidoreductase	0.044890
56_S6	ftsH	lmo0220	cell division protein FtsH	0.041003
56_S6	recA	lmo1398	recombinase A	0.039272
56_S6		lmo1027	hypothetical protein	0.036036
56_S6	rplW	lmo2630	50S ribosomal protein L23	0.035461
56_S6	tkt	lmo1305	transketolase	0.034639
56_S6		lmo0866	ATP-dependent RNA helicase	0.030128
56_S6	glpK	lmo1538	glycerol kinase	0.026828
56_S6	groEL	lmo2068	molecular chaperone GroEL	0.021525
56_S6	polC	lmo1320	DNA polymerase III PolC	0.017544
57_S7	tuf	lmo2653	elongation factor Tu	2.291139
57_S7	rpsB	lmo1658	30S ribosomal protein S2	1.266399
57_S7	rplB	lmo2629	50S ribosomal protein L2	1.257521
57_S7	rpsS	lmo2628	30S ribosomal protein S19	1.025362
57_S7	rpmJ	lmo2609	50S ribosomal protein L36	0.846847
57_S7		lmo1097a	hypothetical protein	0.722222
57_S7	rpsM	lmo2608	30S ribosomal protein S13	0.707989
57_S7	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.617251
57_S7	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.544974
57_S7		lmo2511	hypothetical protein	0.418895
57_S7	fus	lmo2654	elongation factor G	0.383213
57_S7	glyQ	lmo1459	glycyl-tRNA synthetase subunit alpha	0.349099
57_S7	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.322763
57_S7	rpsH	lmo2618	30S ribosomal protein S8	0.313131
57_S7	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.299268
57_S7	rplX	lmo2621	50S ribosomal protein L24	0.281553
57_S7		lmo0278	sugar ABC transporter ATP-binding protein	0.223133
57_S7	pflB	lmo1406	pyruvate formate-lyase	0.197398
57_S7	rplA	lmo0249	50S ribosomal protein L1	0.196507
57_S7	dnaK	lmo1473	molecular chaperone DnaK	0.184339
57_S7	pgk	lmo2458	phosphoglycerate kinase	0.154882
57_S7	eno	lmo2455	phosphopyruvate hydratase	0.124806
57_S7		lmo2703	hypothetical protein	0.120635
57_S7	tsf	lmo1657	elongation factor Ts	0.120181
57_S7	rpsE	lmo2615	30S ribosomal protein S5	0.097804
57_S7		lmo1391	sugar ABC transporter permease	0.069620
57_S7		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.065173
57_S7	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.062325
57_S7		lmo1853	heavy metal-transporting ATPase	0.054274
57_S7		lmo1875	ABC transporter ATP-binding protein	0.046032
57_S7		lmo1106	hypothetical protein	0.033905
57_S7	polC	lmo1320	DNA polymerase III PolC	0.027239
57_S7	leuS	lmo1660	leucyl-tRNA synthetase	0.022001
57_S7	ftsH	lmo0220	cell division protein FtsH	0.016884
57_S7	mutS	lmo1403	DNA mismatch repair protein MutS	0.012403
58_S8	tuf	lmo2653	elongation factor Tu	211.249786
58_S8	rplB	lmo2629	50S ribosomal protein L2	181.013245
58_S8	rpmJ	lmo2609	50S ribosomal protein L36	111.036034
58_S8	rpsS	lmo2628	30S ribosomal protein S19	98.666664
58_S8	rpsB	lmo1658	30S ribosomal protein S2	58.705490
58_S8	atpA	lmo2531	ATP synthase F0F1 subunit alpha	53.398811
58_S8		lmo2511	hypothetical protein	34.110516
58_S8	rpsJ	lmo2633	30S ribosomal protein S10	32.457516
58_S8	rplA	lmo0249	50S ribosomal protein L1	31.640467
58_S8		lmo1391	sugar ABC transporter permease	29.465189
58_S8	fus	lmo2654	elongation factor G	28.445564
58_S8	rpmA	lmo1540	50S ribosomal protein L27	24.565971
58_S8	rpsH	lmo2618	30S ribosomal protein S8	23.916666
58_S8	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	22.265049
58_S8	tsf	lmo1657	elongation factor Ts	20.643991
58_S8		lmo1097a	hypothetical protein	20.520203
58_S8	dnaK	lmo1473	molecular chaperone DnaK	15.418162
58_S8	pgk	lmo2458	phosphoglycerate kinase	12.104377
58_S8	pflB	lmo1406	pyruvate formate-lyase	11.656348
58_S8	eno	lmo2455	phosphopyruvate hydratase	9.176744
58_S8		lmo1978	glucose-6-phosphate 1-dehydrogenase	8.644942
58_S8		lmo1875	ABC transporter ATP-binding protein	7.489418
58_S8	atpD	lmo2529	ATP synthase F0F1 subunit beta	7.459478
58_S8		lmo2703	hypothetical protein	6.561905
58_S8	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	6.243243
58_S8	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	5.644258
58_S8	rpsN	lmo2619	30S ribosomal protein S14	4.366120
58_S8	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	3.750992
58_S8		lmo0107	ABC transporter ATP-binding protein	3.279371
58_S8	rplK	lmo0248	50S ribosomal protein L11	2.851064
58_S8		lmo2689a	hypothetical protein	2.539683
58_S8	rpsM	lmo2608	30S ribosomal protein S13	2.250689
58_S8		lmo1853	heavy metal-transporting ATPase	2.063320
58_S8	leuS	lmo1660	leucyl-tRNA synthetase	1.755085
58_S8	pnpA	lmo1331	polynucleotide phosphorylase	1.174274
58_S8	prfC	lmo0988	peptide chain release factor 3	0.778416
58_S8	rplD	lmo2631	50S ribosomal protein L4	0.753623
58_S8		lmo0866	ATP-dependent RNA helicase	0.708333
58_S8	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.686928
58_S8		lmo2215	ABC transporter ATP-binding protein	0.533333
58_S8	groES	lmo2069	co-chaperonin GroES	0.514184
58_S8	rpsL	lmo2656	30S ribosomal protein S12	0.316302
58_S8	infC	lmo1785	translation initiation factor IF-3	0.306043
58_S8		lmo0097	PTS mannose transporter subunit IIC	0.300995
58_S8	rplF	lmo2617	50S ribosomal protein L6	0.297753
58_S8	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.294648
58_S8		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.260246
58_S8	groEL	lmo2068	molecular chaperone GroEL	0.249693
58_S8		lmo2434	glutamate decarboxylase	0.246253
58_S8	rplW	lmo2630	50S ribosomal protein L23	0.230496
58_S8		lmo2411	hypothetical protein	0.220546
58_S8		lmo1799	peptidoglycan binding protein	0.192691
58_S8	glpK	lmo1538	glycerol kinase	0.177062
58_S8		lmo2159	oxidoreductase	0.165234
58_S8	purB	lmo1773	adenylosuccinate lyase	0.164341
58_S8	ftsH	lmo0220	cell division protein FtsH	0.164014
58_S8	PdhB	lmo1053	pyruvate dehydrogenase subunit E1 beta	0.161026
58_S8	thrS	lmo1559	threonyl-tRNA synthetase	0.117188
58_S8		lmo2251	amino acid ABC transporter ATP-binding protein	0.107884
58_S8		lmo1081	glucose-1-phosphate thymidyl transferase	0.100694
58_S8	polC	lmo1320	DNA polymerase III PolC	0.093259
58_S8	rpsG	lmo2655	30S ribosomal protein S7	0.087607
